address,city_council_district,closed_date,created_date,department,ert_estimated_response_time,lat_location,method_received_description,overall_service_request_due_date,priority,service_request_number,service_request_type,status,unique_key,update_date
"10823 WALLBROOK DR, DALLAS, TX, 75238",10,,2026-07-04T09:39:02.000,Code Compliance,4 Business Days,"(32.87692992699678000,-96.69756137260180000)",API,,Standard,26-00293313,Code Concern - CCS,New,500cs000020IzYfAAK,2026-07-04T09:39:08.000
"8903 VISTA VIEW DR, DALLAS, TX, 75243",10,,2026-07-04T09:36:05.000,Code Compliance,4 Business Days,"(32.90231267602120400,-96.74822886781620000)",API,,Standard,26-00293312,Code Concern - CCS,New,500cs000020IysjAAC,2026-07-04T10:22:10.000
"8901 VISTA VIEW DR, DALLAS, TX, 75243",10,,2026-07-04T08:03:39.000,Code Compliance,4 Business Days,"(32.90208947082703000,-96.74842784493315000)",API,,Standard,26-00293239,Code Concern - CCS,New,500cs000020IZ6LAAW,2026-07-04T08:49:08.000
"10052 HICKORY CROSSING, DALLAS, TX, 75243",10,,2026-07-03T22:06:03.000,Code Compliance,4 Business Days,"(32.91329842761277000,-96.72481561606367000)",API,,Standard,26-00293047,Code Concern - CCS,New,500cs000020Gkx7AAC,2026-07-03T22:06:12.000
"7324 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-03T19:57:37.000,Code Compliance,4 Business Days,"(32.88127758799284000,-96.73452494979523000)",Phone,,Emergency,26-00292970,Code Concern - CCS,New,500cs000020GIj7AAG,2026-07-03T19:57:46.000
"9833 WALNUT ST, DALLAS, TX, 75243",10,,2026-07-03T16:02:49.000,Code Compliance,4 Business Days,"(32.92239587894506000,-96.71626556676317000)",Phone,,Standard,26-00292843,Code Concern - CCS,New,500cs000020EeXdAAK,2026-07-03T16:02:52.000
"8751 FERNDALE RD, DALLAS, TX, 75238",10,,2026-07-03T12:40:14.000,Code Compliance,4 Business Days,"(32.86787704365444000,-96.71082796794862000)",Phone,,Standard,26-00292625,Code Concern - CCS,New,500cs000020CfMYAA0,2026-07-03T12:40:17.000
"8850 FAIR OAKS XING, DALLAS, TX, 75243",10,,2026-07-03T10:00:44.000,Code Compliance,4 Business Days,"(32.89973069704038000,-96.72545691669112000)",Phone,,Emergency,26-00292437,Code Concern - CCS,New,500cs000020BMvTAAW,2026-07-03T10:46:09.000
"8901 VISTA VIEW DR, DALLAS, TX, 75243",10,,2026-07-03T08:35:26.000,Code Compliance,4 Business Days,"(32.90208947082703000,-96.74842784493315000)",API,,Standard,26-00292339,Code Concern - CCS,New,500cs000020AJA4AAO,2026-07-03T09:21:12.000
"8710 VISTA VIEW DR, DALLAS, TX, 75243",10,,2026-07-03T08:31:21.000,Code Compliance,4 Business Days,"(32.89926136285935600,-96.74854516448282000)",API,,Standard,26-00292335,Code Concern - CCS,New,500cs000020AGKEAA4,2026-07-03T09:17:09.000
"8905 VISTA VIEW DR, DALLAS, TX, 75243",10,,2026-07-03T08:24:42.000,Code Compliance,4 Business Days,"(32.90235037824806000,-96.74820961172695000)",API,,Standard,26-00292325,Code Concern - CCS,New,500cs000020A7qQAAS,2026-07-03T09:10:09.000
"9722 FOREST LN, DALLAS, TX, 75243",10,,2026-07-03T08:22:10.000,Code Compliance,4 Business Days,"(32.90933186107891000,-96.72126815851695000)",Phone,,Standard,26-00292319,Code Concern - CCS,New,500cs000020Adn3AAC,2026-07-03T08:22:14.000
"9624 FALLBROOK DR, DALLAS, TX, 75243",10,,2026-07-03T07:17:26.000,Code Compliance,4 Business Days,"(32.90205716253185400,-96.73075845465085000)",API,,Standard,26-00292274,Code Concern - CCS,New,500cs0000209vR3AAI,2026-07-03T07:17:32.000
"9611 FALLBROOK DR, DALLAS, TX, 75243",10,,2026-07-03T07:14:35.000,Code Compliance,4 Business Days,"(32.90233630122538000,-96.73121250130424000)",API,,Standard,26-00292271,Code Concern - CCS,New,500cs0000209hCpAAI,2026-07-03T07:14:40.000
"8201 FAIR OAKS XING, DALLAS, TX, 75231",10,,2026-07-02T19:49:02.000,Code Compliance,4 Business Days,"(32.89228166004886600,-96.72896190247108000)",Phone,,Emergency,26-00291991,Code Concern - CCS,In Progress,500cs00002071RQAAY,2026-07-04T14:30:41.000
"11600 AUDELIA RD, DALLAS, TX, 75243",10,2026-07-04T13:22:31.000,2026-07-02T18:34:24.000,Code Compliance,4 Business Days,"(32.90588244917843000,-96.71751556153707000)",Phone,,Emergency,26-00291928,Code Concern - CCS,Closed,500cs00002068TKAAY,2026-07-04T14:08:05.000
"8795 WALNUT HILL LN, DALLAS, TX, 75231",10,,2026-07-02T17:50:18.000,Code Compliance,4 Business Days,"(32.88055075814506000,-96.74191832611423000)",Phone,,Standard,26-00291891,Code Concern - CCS,New,500cs0000204KjxAAE,2026-07-02T18:36:13.000
"10610 METRIC DR, DALLAS, TX, 75243",10,2026-07-04T10:33:07.000,2026-07-02T16:21:35.000,Code Compliance,4 Business Days,"(32.90513065115078000,-96.70228118528738000)",Email,,Standard,26-00291760,Code Concern - CCS,Closed,500cs0000204KyQAAU,2026-07-04T10:33:08.000
"10939 FERNDALE RD, DALLAS, TX, 75238",10,,2026-07-02T16:13:25.000,Code Compliance,4 Business Days,"(32.89223321653498000,-96.71528240349997000)",API,,Standard,26-00291737,Code Concern - CCS,New,500cs0000204NZhAAM,2026-07-02T16:13:32.000
"10416 CHURCH RD, DALLAS, TX, 75238",10,,2026-07-02T16:11:40.000,Code Compliance,4 Business Days,"(32.88607918122056000,-96.70530811556804000)",API,,Standard,26-00291734,Code Concern - CCS,New,500cs0000203fnEAAQ,2026-07-02T16:11:46.000
"9506 OVERWOOD RD, DALLAS, TX, 75238",10,,2026-07-02T16:10:17.000,Code Compliance,4 Business Days,"(32.87041345344165000,-96.72300524293227000)",API,,Standard,26-00291728,Code Concern - CCS,New,500cs0000204ACgAAM,2026-07-02T16:10:25.000
"10531 LAS BRISAS DR, DALLAS, TX, 75243",10,,2026-07-02T16:04:41.000,Code Compliance,4 Business Days,"(32.91632110653110000,-96.70358933635342000)",Phone,,Standard,26-00291713,Code Concern - CCS,New,500cs00002037X4AAI,2026-07-02T16:04:48.000
"10062 ROYAL LN, DALLAS, TX, 75238",10,,2026-07-02T15:42:12.000,Code Compliance,4 Business Days,"(32.89432974947045000,-96.71506886664760000)",Proactive,,Standard,26-00291655,Code Concern - CCS,In Progress,500cs00002026l6AAA,2026-07-02T16:28:07.000
"PLANO RD & L B J FWY WB, DALLAS, TX, 75238",10,2026-07-02T15:52:16.000,2026-07-02T15:39:51.000,Code Compliance,4 Business Days,"(32.88589409130418000,-96.70046272150645000)",API,,Standard,26-00291641,Code Concern - CCS,Closed,500cs0000203spFAAQ,2026-07-04T16:39:17.000
"11032 GLEN ECHO CT, DALLAS, TX, 75238",10,,2026-07-02T15:32:51.000,Code Compliance,4 Business Days,"(32.86945502223438000,-96.69308264892230000)",API,,Standard,26-00291620,Code Concern - CCS,In Progress,500cs0000203lqzAAA,2026-07-02T16:19:06.000
"10132 RIDGEHAVEN DR, DALLAS, TX, 75238",10,,2026-07-02T13:39:43.000,Code Compliance,4 Business Days,"(32.87414666155539000,-96.71046380445819000)",API,,Standard,26-00291250,Code Concern - CCS,New,500cs0000201jy9AAA,2026-07-02T13:39:53.000
"8231 FOREST LN, DALLAS, TX, 75243",10,,2026-07-02T13:16:50.000,Code Compliance,4 Business Days,"(32.90944936272154000,-96.76195892699316000)",API,,Standard,26-00291197,Code Concern - CCS,New,500cs00002001mJAAQ,2026-07-02T13:16:57.000
"10609 GREYFRIARS LN, DALLAS, TX, 75238",10,,2026-07-02T12:11:18.000,Code Compliance,4 Business Days,"(32.89328155280505000,-96.71530907816751000)",Phone,,Standard,26-00291046,Code Concern - CCS,New,500cs00001zzkBzAAI,2026-07-02T12:11:23.000
"9200 MARKANNE DR, DALLAS, TX, 75243",10,,2026-07-02T11:56:28.000,Code Compliance,4 Business Days,"(32.90080530036578000,-96.76301053912279000)",API,,Standard,26-00290999,Code Concern - CCS,New,500cs00001zxfgFAAQ,2026-07-02T11:56:37.000
"8446 BIRCHCROFT DR, DALLAS, TX, 75243",10,,2026-07-02T11:53:21.000,Code Compliance,4 Business Days,"(32.90135726208233500,-96.75859974990637000)",API,,Standard,26-00290987,Code Concern - CCS,New,500cs00001zyhZXAAY,2026-07-02T11:53:30.000
"12160 WILLOWDELL DR, DALLAS, TX, 75243",10,,2026-07-02T11:21:42.000,Code Compliance,4 Business Days,"(32.91510791298781400,-96.76429736593260000)",API,,Standard,26-00290888,Code Concern - CCS,New,500cs00001zyhsrAAA,2026-07-02T11:21:49.000
"12220 WILLOWDELL DR, DALLAS, TX, 75243",10,,2026-07-02T11:19:25.000,Code Compliance,4 Business Days,"(32.91629388602859000,-96.76376555743165000)",API,,Standard,26-00290885,Code Concern - CCS,New,500cs00001zyJXCAA2,2026-07-02T11:19:33.000
"9530 FORESTVIEW ST, DALLAS, TX, 75243",10,,2026-07-02T10:10:23.000,Code Compliance,4 Business Days,"(32.90760519365689000,-96.71014354786676000)",API,,Standard,26-00290669,Code Concern - CCS,New,500cs00001zuv4rAAA,2026-07-02T10:10:30.000
"9029 CHURCH RD, DALLAS, TX, 75231",10,,2026-07-02T08:55:46.000,Code Compliance,4 Business Days,"(32.88600903513357600,-96.73942788628163000)",Phone,,Standard,26-00290454,Code Concern - CCS,New,500cs00001ztvYKAAY,2026-07-02T09:41:20.000
"8329 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-07-02T07:09:51.000,Code Compliance,4 Business Days,"(32.92015677605111500,-96.75834166091296000)",API,,Standard,26-00290289,Code Concern - CCS,New,500cs00001ztDsGAAU,2026-07-02T07:09:59.000
"8330 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-07-02T03:44:13.000,Code Compliance,4 Business Days,"(32.91988160981200000,-96.75831060596416000)",API,,Standard,26-00290229,Code Concern - CCS,New,500cs00001zsO4xAAE,2026-07-02T03:44:22.000
"9957 BURNHAM DR, DALLAS, TX, 75243",10,,2026-07-01T23:32:55.000,Code Compliance,4 Business Days,"(32.92747323524876000,-96.71380255722401000)",API,,Standard,26-00290188,Code Concern - CCS,New,500cs00001zrfuFAAQ,2026-07-02T00:19:08.000
"9916 ACKLIN DR, DALLAS, TX, 75243",10,,2026-07-01T23:30:33.000,Code Compliance,4 Business Days,"(32.92806613613889500,-96.71560558261619000)",API,,Standard,26-00290186,Code Concern - CCS,New,500cs00001zreBmAAI,2026-07-02T00:16:05.000
"13102 HALWIN CIR, DALLAS, TX, 75243",10,,2026-07-01T23:28:16.000,Code Compliance,4 Business Days,"(32.92654332290220500,-96.71721415852873000)",API,,Standard,26-00290184,Code Concern - CCS,New,500cs00001zrA4QAAU,2026-07-02T00:14:21.000
"9939 BURNHAM DR, DALLAS, TX, 75243",10,,2026-07-01T19:28:01.000,Code Compliance,4 Business Days,"(32.92747445167691000,-96.71454111820812000)",API,,Standard,26-00290001,Code Concern - CCS,New,500cs00001zqFQjAAM,2026-07-01T20:14:05.000
"10062 ROYAL LN, DALLAS, TX, 75238",10,2026-07-02T15:35:43.000,2026-07-01T17:29:58.000,Code Compliance,4 Business Days,"(32.89432974947045000,-96.71506886664760000)",Phone,,Standard,26-00289889,Code Concern - CCS,Closed,500cs00001zn2rTAAQ,2026-07-04T16:22:09.000
"8109 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-01T16:49:43.000,Code Compliance,7 Business Days,"(32.89152666298918600,-96.72839019622353000)",Proactive,2026-09-15T23:59:00.000,Standard,26-00289830,Single Family Rental Needs Registration - CCS,In Progress,500cs00001znjEsAAI,2026-07-01T17:12:18.000
"8109 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-01T16:48:36.000,Code Compliance,7 Business Days,"(32.89152666298918600,-96.72839019622353000)",Proactive,2026-09-15T23:59:00.000,Standard,26-00289828,Single Family Rental Needs Registration - CCS,In Progress,500cs00001zmk1kAAA,2026-07-01T17:16:53.000
"8109 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-01T16:47:43.000,Code Compliance,7 Business Days,"(32.89152666298918600,-96.72839019622353000)",Proactive,2026-09-15T23:59:00.000,Standard,26-00289826,Single Family Rental Needs Registration - CCS,In Progress,500cs00001zmlyhAAA,2026-07-01T17:09:23.000
"8109 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-01T16:46:39.000,Code Compliance,7 Business Days,"(32.89152666298918600,-96.72839019622353000)",Phone,2026-09-15T23:59:00.000,Standard,26-00289824,Single Family Rental Needs Registration - CCS,In Progress,500cs00001zmoGcAAI,2026-07-01T17:02:19.000
"8109 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-07-01T16:45:23.000,Code Compliance,7 Business Days,"(32.89152666298918600,-96.72839019622353000)",Proactive,2026-09-15T23:59:00.000,Standard,26-00289819,Single Family Rental Needs Registration - CCS,In Progress,500cs00001zmaNPAAY,2026-07-01T16:59:48.000
"8580 ABRAMS RD, DALLAS, TX, 75243",10,,2026-07-01T16:29:37.000,Code Compliance,4 Business Days,"(32.89569414402011000,-96.73930754577256000)",API,,Standard,26-00289622,Code Concern - CCS,New,500cs00001zmR2IAAU,2026-07-01T16:29:44.000
"10255 BLACK HICKORY RD, DALLAS, TX, 75243",10,,2026-07-01T15:49:26.000,Code Compliance,4 Business Days,"(32.91362209592314000,-96.70709581203090000)",Phone,,Emergency,26-00289672,Code Concern - CCS,In Progress,500cs00001zmrnxAAA,2026-07-04T16:58:38.000
"9218 LEASIDE DR, DALLAS, TX, 75238",10,,2026-07-01T15:48:23.000,Code Compliance,4 Business Days,"(32.87328588083792000,-96.70450017055711000)",Phone,,Standard,26-00289666,Code Concern - CCS,New,500cs00001zmqn3AAA,2026-07-01T15:48:32.000
"9690 FOREST LN, DALLAS, TX, 75243",10,,2026-07-01T14:45:58.000,Code Compliance,4 Business Days,"(32.90935060284936000,-96.72299045927319000)",Phone,,Standard,26-00289472,Code Concern - CCS,New,500cs00001zkLH9AAM,2026-07-01T14:46:08.000
"10798 COLEWOOD LN, DALLAS, TX, 75243",10,,2026-07-01T14:45:08.000,Code Compliance,4 Business Days,"(32.90643694582903000,-96.69826979149748000)",API,,Standard,26-00289469,Code Concern - CCS,New,500cs00001ziqLsAAI,2026-07-01T15:31:15.000
"11700 AUDELIA RD, DALLAS, TX, 75243",10,2026-07-02T12:25:49.000,2026-07-01T14:32:19.000,Code Compliance,4 Business Days,"(32.90817542911421000,-96.71749768513926000)",Phone,,Emergency,26-00289419,Code Concern - CCS,Closed,500cs00001zjVTqAAM,2026-07-02T12:25:49.000
"12321 BELLAFONTE DR, DALLAS, TX, 75243",10,,2026-07-01T14:05:11.000,Code Compliance,4 Business Days,"(32.91584206541022400,-96.75992606311011000)",Proactive,,Standard,26-00289316,Code Concern - CCS,In Progress,500cs00001ziRqXAAU,2026-07-01T14:29:42.000
"12327 BELLAFONTE DR, DALLAS, TX, 75243",10,,2026-07-01T14:04:16.000,Code Compliance,4 Business Days,"(32.91590405942884000,-96.75989222248889000)",Proactive,,Standard,26-00289311,Code Concern - CCS,In Progress,500cs00001zk281AAA,2026-07-01T14:26:37.000
"12220 HIGH POINT CIR, DALLAS, TX, 75243",10,,2026-07-01T13:34:47.000,Code Compliance,4 Business Days,"(32.91493162864417600,-96.76110388715597000)",Proactive,,Standard,26-00289217,Code Concern - CCS,In Progress,500cs00001zhvCKAAY,2026-07-01T13:59:08.000
"12116 HOBLITZELLE DR, DALLAS, TX, 75243",10,,2026-07-01T13:13:40.000,Code Compliance,7 Business Days,"(32.91345134632902600,-96.76023068992077000)",Phone,2026-09-15T23:59:00.000,Standard,26-00289157,Single Family Rental Needs Registration - CCS,New,500cs00001zip81AAA,2026-07-01T13:13:48.000
"9617 LANSHIRE DR, DALLAS, TX, 75238",10,,2026-07-01T12:53:21.000,Code Compliance,4 Business Days,"(32.86845302933769400,-96.72044730026501000)",Phone,,Standard,26-00289129,Code Concern - CCS,New,500cs00001ziKCHAA2,2026-07-01T12:53:29.000
"9900 ADLETA BLVD, DALLAS, TX, 75243",10,,2026-07-01T12:12:15.000,Code Compliance,4 Business Days,"(32.90087353495156500,-96.71408885447237000)",Phone,,Emergency,26-00289045,Code Concern - CCS,In Progress,500cs00001zhKz7AAE,2026-07-02T11:33:14.000
"9029 CHURCH RD, DALLAS, TX, 75231",10,,2026-07-01T12:05:10.000,Code Compliance,4 Business Days,"(32.88600903513357600,-96.73942788628163000)",Phone,,Standard,26-00289025,Code Concern - CCS,New,500cs00001zeucZAAQ,2026-07-01T12:05:20.000
"10610 METRIC DR, DALLAS, TX, 75243",10,,2026-07-01T11:07:03.000,Code Compliance,4 Business Days,"(32.90513065115078000,-96.70228118528738000)",Phone,,Standard,26-00288850,Code Concern - CCS,In Progress,500cs00001zfuiXAAQ,2026-07-04T10:40:50.000
"10938 CACTUS LN, DALLAS, TX, 75238",10,,2026-07-01T10:39:53.000,Code Compliance,4 Business Days,"(32.86770118200502000,-96.69384134708282000)",API,,Standard,26-00288762,Code Concern - CCS,In Progress,500cs00001zfFAjAAM,2026-07-04T14:04:10.000
"8807 LOCKHAVEN DR, DALLAS, TX, 75238",10,,2026-07-01T10:18:15.000,Code Compliance,4 Business Days,"(32.86835150606706400,-96.70789985044120000)",Phone,,Standard,26-00288690,Code Concern - CCS,New,500cs00001zd3qQAAQ,2026-07-01T10:18:23.000
"9015 WINDY CREST DR, DALLAS, TX, 75243",10,,2026-07-01T09:35:38.000,Code Compliance,4 Business Days,"(32.90735356278315000,-96.74626402451153000)",API,,Standard,26-00288600,Code Concern - CCS,New,500cs00001zcGT9AAM,2026-07-01T10:21:10.000
"12206 DANDRIDGE DR, DALLAS, TX, 75243",10,,2026-07-01T08:07:28.000,Code Compliance,4 Business Days,"(32.91399378885951000,-96.75855044983479000)",API,,Standard,26-00288374,Code Concern - CCS,New,500cs00001zbyMXAAY,2026-07-01T08:07:35.000
"8330 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-07-01T04:02:19.000,Code Compliance,4 Business Days,"(32.91988160981200000,-96.75831060596416000)",API,,Standard,26-00288256,Code Concern - CCS,New,500cs00001zZ562AAC,2026-07-01T04:02:28.000
"8329 GLEN REGAL DR, DALLAS, TX, 75243",10,2026-07-04T16:41:56.000,2026-07-01T03:43:27.000,Code Compliance,4 Business Days,"(32.92015677605111500,-96.75834166091296000)",API,,Standard,26-00288254,Code Concern - CCS,Closed,500cs00001zZRMfAAO,2026-07-04T16:41:57.000
"7324 SKILLMAN ST, DALLAS, TX, 75231",10,2026-07-01T11:04:32.000,2026-07-01T03:23:39.000,Code Compliance,4 Business Days,"(32.88127758799284000,-96.73452494979523000)",API,,Emergency,26-00288245,Code Concern - CCS,Closed,500cs00001zZNpJAAW,2026-07-03T11:51:08.000
"8436 BIRCHCROFT DR, DALLAS, TX, 75243",10,,2026-07-01T01:26:56.000,Code Compliance,4 Business Days,"(32.90108111627667000,-96.75881781129250000)",Phone,,Standard,26-00288230,Code Concern - CCS,New,500cs00001zYxrdAAC,2026-07-01T01:27:04.000
"11934 OAK HIGHLANDS DR, DALLAS, TX, 75243",10,2026-07-04T09:42:46.000,2026-06-30T20:58:08.000,Code Compliance,4 Business Days,"(32.91121476198507000,-96.70957979122991000)",API,,Standard,26-00288108,Code Concern - CCS,Closed,500cs00001zXcFnAAK,2026-07-04T09:42:47.000
"8680 ABRAMS RD, DALLAS, TX, 75243",10,,2026-06-30T17:08:43.000,Code Compliance,4 Business Days,"(32.89669608102255400,-96.73895235479648000)",API,,Standard,26-00287866,Code Concern - CCS,New,500cs00001zUtkzAAC,2026-06-30T17:08:51.000
"8719 ARBOR PARK DR, DALLAS, TX, 75243",10,,2026-06-30T17:07:34.000,Code Compliance,4 Business Days,"(32.89485747833456500,-96.73115281358163000)",API,,Standard,26-00287863,Code Concern - CCS,New,500cs00001zUIBzAAO,2026-06-30T17:53:07.000
"8411 ELLERY DR, DALLAS, TX, 75243",10,,2026-06-30T16:51:09.000,Code Compliance,4 Business Days,"(32.92095671521741500,-96.75679521795605000)",API,,Standard,26-00287822,Code Concern - CCS,New,500cs00001zU9WtAAK,2026-06-30T16:51:17.000
"8580 ABRAMS RD, DALLAS, TX, 75243",10,,2026-06-30T16:31:07.000,Code Compliance,4 Business Days,"(32.89569414402011000,-96.73930754577256000)",Phone,,Standard,26-00287767,Code Concern - CCS,New,500cs00001zTZzeAAG,2026-06-30T16:31:14.000
"9801 WALNUT ST, DALLAS, TX, 75243",10,,2026-06-30T15:38:07.000,Code Compliance,4 Business Days,"(32.92308787269564000,-96.71784648335044000)",Phone,,Standard,26-00287620,Code Concern - CCS,New,500cs00001zTFUgAAO,2026-06-30T16:24:08.000
"11000 GLEN ECHO CT, DALLAS, TX, 75238",10,2026-07-04T12:12:07.000,2026-06-30T15:37:45.000,Code Compliance,4 Business Days,"(32.86967871716208000,-96.69381580770390000)",Phone,,Standard,26-00287616,Code Concern - CCS,Closed,500cs00001zRS4iAAG,2026-07-04T12:58:08.000
"9648 BRYSON DR, DALLAS, TX, 75238",10,2026-07-01T13:46:06.000,2026-06-30T15:34:55.000,Code Compliance,4 Business Days,"(32.87775249398543000,-96.69789102243370000)",Phone,,Standard,26-00287609,Code Concern - CCS,Closed,500cs00001zTMBBAA4,2026-07-01T16:16:19.000
"9236 CHURCH RD, DALLAS, TX, 75231",10,,2026-06-30T14:52:53.000,Code Compliance,4 Business Days,"(32.88587411558901000,-96.73221013469520000)",Phone,,Emergency,26-00287463,Code Concern - CCS,In Progress,500cs00001zPwA6AAK,2026-07-02T09:41:18.000
"8404 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-06-30T14:39:36.000,Code Compliance,4 Business Days,"(32.91986851813907000,-96.75686406945212000)",Phone,,Standard,26-00287426,Code Concern - CCS,New,500cs00001zSBPtAAO,2026-06-30T14:39:44.000
"8330 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-06-30T14:38:28.000,Code Compliance,4 Business Days,"(32.91988160981200000,-96.75831060596416000)",Phone,,Standard,26-00287423,Code Concern - CCS,New,500cs00001zS9r7AAC,2026-06-30T14:38:37.000
"7324 SKILLMAN ST, DALLAS, TX, 75231",10,,2026-06-30T14:37:27.000,Code Compliance,4 Business Days,"(32.88127758799284000,-96.73452494979523000)",Phone,,Emergency,26-00287420,Code Concern - CCS,In Progress,500cs00001zS6dlAAC,2026-07-01T10:58:20.000
"8336 GLEN REGAL DR, DALLAS, TX, 75243",10,,2026-06-30T14:36:56.000,Code Compliance,4 Business Days,"(32.91988067234756000,-96.75820695780230000)",Phone,,Standard,26-00287417,Code Concern - CCS,New,500cs00001zS85RAAS,2026-06-30T14:37:06.000
"8580 ABRAMS RD, DALLAS, TX, 75243",10,,2026-06-30T14:03:26.000,Code Compliance,4 Business Days,"(32.89569414402011000,-96.73930754577256000)",API,,Standard,26-00287329,Code Concern - CCS,New,500cs00001zQyo6AAC,2026-06-30T14:49:09.000
"8719 ARBOR PARK DR, DALLAS, TX, 75243",10,,2026-06-30T13:28:39.000,Code Compliance,4 Business Days,"(32.89485747833456500,-96.73115281358163000)",API,,Standard,26-00287228,Code Concern - CCS,New,500cs00001zQYgkAAG,2026-06-30T14:14:04.000
"9010 MARKVILLE DR, DALLAS, TX, 75243",10,,2026-06-30T13:04:09.000,Code Compliance,4 Business Days,"(32.91556703920932000,-96.75024085239312000)",API,,Standard,26-00287170,Code Concern - CCS,New,500cs00001zPJQQAA4,2026-06-30T13:04:14.000
"12517 RIALTO DR, DALLAS, TX, 75243",10,,2026-06-30T12:06:28.000,Code Compliance,7 Business Days,"(32.91890848639348400,-96.76012345792833000)",Phone,2026-09-10T23:59:00.000,Standard,26-00287016,Single Family Rental Needs Registration - CCS,New,500cs00001zM5DbAAK,2026-06-30T12:06:36.000
"8666 ROLLING ROCK LN, DALLAS, TX, 75238",10,2026-07-01T09:56:03.000,2026-06-30T11:45:12.000,Code Compliance,4 Business Days,"(32.86762333952446000,-96.69284198898718000)",Phone,,Standard,26-00286924,Code Concern - CCS,Closed,500cs00001zOG9dAAG,2026-07-03T10:43:18.000
"12107 SCHROEDER RD, DALLAS, TX, 75243",10,2026-07-01T13:10:46.000,2026-06-30T11:29:28.000,Code Compliance,4 Business Days,"(32.91366549566730000,-96.76272503579360000)",Proactive,,Standard,26-00286865,Code Concern - CCS,Closed,500cs00001zLIJIAA4,2026-07-01T13:10:46.000
"10646 CHESTERTON DR, DALLAS, TX, 75238",10,2026-06-30T11:38:28.000,2026-06-30T11:24:09.000,Code Compliance,4 Business Days,"(32.88102022694883000,-96.70161728826496000)",Phone,,Standard,26-00286848,Code Concern - CCS,Closed,500cs00001zN8EBAA0,2026-06-30T11:38:28.000
